filename,width,height,class,xmin,ymin,xmax,ymax
BikesHelmets668_png.rf.f7059b297c5080475ec172710988710a.jpg,400,226,Without Helmet,155,2,193,35
BikesHelmets668_png.rf.f7059b297c5080475ec172710988710a.jpg,400,226,Without Helmet,95,17,124,51
BikesHelmets668_png.rf.f7059b297c5080475ec172710988710a.jpg,400,226,Without Helmet,336,44,369,88

BikesHelmets218_png.rf.f68aca474c9f69ab4b819a7152f58a4c.jpg,400,400,With Helmet,111,39,191,124
BikesHelmets339_png.rf.f63b745ea1af4d3ad658ac675b0b016e.jpg,285,289,With Helmet,179,23,222,72
BikesHelmets339_png.rf.f63b745ea1af4d3ad658ac675b0b016e.jpg,285,289,With Helmet,42,20,66,54
BikesHelmets623_png.rf.f76a74b98a16cd134f9411309ee6e71a.jpg,400,267,With Helmet,190,37,247,107
BikesHelmets16_png.rf.f7a0376c040d23a3d6f7ed063769ffdb.jpg,400,267,With Helmet,259,1,326,80
BikesHelmets16_png.rf.f7a0376c040d23a3d6f7ed063769ffdb.jpg,400,267,With Helmet,150,31,195,93
BikesHelmets16_png.rf.f7a0376c040d23a3d6f7ed063769ffdb.jpg,400,267,With Helmet,45,37,95,99
BikesHelmets16_png.rf.f7a0376c040d23a3d6f7ed063769ffdb.jpg,400,267,With Helmet,91,21,122,63
BikesHelmets172_png.rf.f78dff72a83926a8befb4def22003dbd.jpg,555,407,Without Helmet,108,13,164,68
BikesHelmets172_png.rf.f78dff72a83926a8befb4def22003dbd.jpg,555,407,Without Helmet,422,4,474,64
BikesHelmets661_png.rf.f83cf2c87c141e30f52c7b946a8270a7.jpg,400,267,With Helmet,228,57,268,97
BikesHelmets661_png.rf.f83cf2c87c141e30f52c7b946a8270a7.jpg,400,267,With Helmet,63,79,105,111
BikesHelmets188_png.rf.f805f4a629dcee474f4846de3de9e08e.jpg,400,267,With Helmet,204,52,237,102
BikesHelmets476_png.rf.f7af2339ca8ff625aa1e5a851bfc8e94.jpg,400,238,With Helmet,118,1,198,81
BikesHelmets758_png.rf.f7eb92935936c2214e7409847a958711.jpg,400,300,With Helmet,163,10,208,59
BikesHelmets758_png.rf.f7eb92935936c2214e7409847a958711.jpg,400,300,With Helmet,343,51,365,78
BikesHelmets676_png.rf.f927a0f41f0ab9c01b75da17717446dd.jpg,448,336,Without Helmet,342,70,377,108
BikesHelmets676_png.rf.f927a0f41f0ab9c01b75da17717446dd.jpg,448,336,Without Helmet,231,68,284,128
BikesHelmets676_png.rf.f927a0f41f0ab9c01b75da17717446dd.jpg,448,336,Without Helmet,144,73,191,131
BikesHelmets676_png.rf.f927a0f41f0ab9c01b75da17717446dd.jpg,448,336,Without Helmet,92,43,130,84
BikesHelmets30_png.rf.f90f95c7c8c0693296f0b02cf850b5a5.jpg,267,400,With Helmet,93,61,151,129
BikesHelmets30_png.rf.f90f95c7c8c0693296f0b02cf850b5a5.jpg,267,400,With Helmet,23,158,69,209
BikesHelmets30_png.rf.f90f95c7c8c0693296f0b02cf850b5a5.jpg,267,400,With Helmet,131,100,179,155
BikesHelmets254_png.rf.f85d8809fca93476e5cfc39cd8c6dd09.jpg,180,180,With Helmet,110,16,159,79
BikesHelmets254_png.rf.f85d8809fca93476e5cfc39cd8c6dd09.jpg,180,180,With Helmet,9,11,59,67
BikesHelmets229_png.rf.f89616cf5ced8622048d0149144481a6.jpg,400,267,With Helmet,140,20,180,66
BikesHelmets453_png.rf.f96948cb7a66f9c1e4ac886d18650027.jpg,288,400,With Helmet,164,6,223,69
BikesHelmets164_png.rf.f98cb28c90c7134748803b2632582b92.jpg,400,268,With Helmet,288,18,330,66
BikesHelmets164_png.rf.f98cb28c90c7134748803b2632582b92.jpg,400,268,With Helmet,240,31,269,75
BikesHelmets164_png.rf.f98cb28c90c7134748803b2632582b92.jpg,400,268,With Helmet,127,39,149,67
BikesHelmets164_png.rf.f98cb28c90c7134748803b2632582b92.jpg,400,268,With Helmet,200,32,228,66
BikesHelmets164_png.rf.f98cb28c90c7134748803b2632582b92.jpg,400,268,With Helmet,80,43,98,66
BikesHelmets164_png.rf.f98cb28c90c7134748803b2632582b92.jpg,400,268,With Helmet,43,46,63,71
BikesHelmets164_png.rf.f98cb28c90c7134748803b2632582b92.jpg,400,268,With Helmet,8,53,26,77
BikesHelmets426_png.rf.f98e3e6e13bad6bdf26e2f07c78805bb.jpg,586,331,With Helmet,190,10,260,89
BikesHelmets94_png.rf.f9ba40205e29c732cc0902ccc7f92b2c.jpg,400,300,With Helmet,120,1,210,80
BikesHelmets229_png.rf.fa0ba5d73eb8849d910e2f5b83a5fb38.jpg,400,267,With Helmet,140,20,180,66
BikesHelmets143_png.rf.fa4b7fed15cd8dd921328c2258d79449.jpg,400,223,Without Helmet,321,21,351,54
BikesHelmets143_png.rf.fa4b7fed15cd8dd921328c2258d79449.jpg,400,223,Without Helmet,96,17,130,55
BikesHelmets421_png.rf.f9eb36df6fd35108a4bb1e7239225cbf.jpg,300,400,With Helmet,35,95,88,156
BikesHelmets421_png.rf.f9eb36df6fd35108a4bb1e7239225cbf.jpg,300,400,With Helmet,121,97,179,154
BikesHelmets421_png.rf.f9eb36df6fd35108a4bb1e7239225cbf.jpg,300,400,With Helmet,216,130,253,188
BikesHelmets90_png.rf.fa8a73bf4047138ff6cdb94235375a28.jpg,400,267,With Helmet,260,0,357,81
BikesHelmets356_png.rf.fbcb4cf5a2001f68d6b46551c9d6d76e.jpg,400,267,With Helmet,235,72,289,129
BikesHelmets13_png.rf.fba3c9725f299174ac6001e639ad8ea4.jpg,598,557,With Helmet,277,29,355,138
BikesHelmets609_png.rf.fa4d4a04cfe92265511bdfec98e96a40.jpg,400,266,Without Helmet,240,58,268,94
BikesHelmets609_png.rf.fa4d4a04cfe92265511bdfec98e96a40.jpg,400,266,With Helmet,191,64,220,98
BikesHelmets609_png.rf.fa4d4a04cfe92265511bdfec98e96a40.jpg,400,266,Without Helmet,155,62,177,90
BikesHelmets609_png.rf.fa4d4a04cfe92265511bdfec98e96a40.jpg,400,266,Without Helmet,108,58,128,78
BikesHelmets609_png.rf.fa4d4a04cfe92265511bdfec98e96a40.jpg,400,266,Without Helmet,323,56,347,91

BikesHelmets739_png.rf.fc3b9a9033e429948d03e776712c3a5f.jpg,400,225,Without Helmet,182,20,226,66
BikesHelmets307_png.rf.fc32ef9949594dab02b3207eb68e1644.jpg,400,267,With Helmet,160,13,237,85
BikesHelmets438_png.rf.fcf1c903d5d418c17a32b7406c4b91d3.jpg,400,287,Without Helmet,175,46,214,96
BikesHelmets200_png.rf.fcce038b33adcc2717721df027bea975.jpg,494,351,Without Helmet,156,7,212,76
BikesHelmets652_png.rf.fca2d61e6213f0084ee9c2729f1cbc74.jpg,299,400,With Helmet,164,26,208,77
BikesHelmets652_png.rf.fca2d61e6213f0084ee9c2729f1cbc74.jpg,299,400,With Helmet,74,2,130,63

BikesHelmets514_png.rf.fd181e555ef394353d45d3dcb6145541.jpg,400,228,Without Helmet,123,18,152,46
BikesHelmets514_png.rf.fd181e555ef394353d45d3dcb6145541.jpg,400,228,Without Helmet,80,21,98,45
BikesHelmets514_png.rf.fd181e555ef394353d45d3dcb6145541.jpg,400,228,Without Helmet,195,23,215,48
BikesHelmets453_png.rf.fd09f7a2eb969129b83097d85097ca6a.jpg,288,400,With Helmet,164,6,223,69
BikesHelmets460_png.rf.fd73fd7490fa2cb2c47db3baca171617.jpg,400,140,With Helmet,177,6,215,52
BikesHelmets460_png.rf.fd73fd7490fa2cb2c47db3baca171617.jpg,400,140,With Helmet,43,2,85,44
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,Without Helmet,181,104,206,130
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,With Helmet,77,97,96,118
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,Without Helmet,270,95,293,118
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,With Helmet,232,92,249,109
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,Without Helmet,46,109,64,131
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,Without Helmet,143,104,161,127
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,Without Helmet,109,88,126,107
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,Without Helmet,142,85,155,99
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,With Helmet,212,96,227,115
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,Without Helmet,183,86,197,101
BikesHelmets297_png.rf.fde923f91c73a8ee008bb1e4495ce41e.jpg,400,267,Without Helmet,316,82,330,96
BikesHelmets384_png.rf.fda8cadfba39cbccf5b7c620e87ba12a.jpg,320,400,Without Helmet,107,14,162,80
BikesHelmets53_png.rf.fe46afc51e3d884e37ea2bbbc6b38a6b.jpg,400,265,With Helmet,191,9,249,66
BikesHelmets162_png.rf.fe5a2a60a6e45ca7a759d0519358a15a.jpg,399,600,With Helmet,186,32,282,149
BikesHelmets401_png.rf.fe8ac797dea7b1c319f8ec148b08538e.jpg,400,300,With Helmet,136,51,177,96
BikesHelmets91_png.rf.fef35894ddc22441ae5b56c99682f92b.jpg,400,195,With Helmet,92,31,114,54
BikesHelmets91_png.rf.fef35894ddc22441ae5b56c99682f92b.jpg,400,195,With Helmet,36,38,56,59
BikesHelmets91_png.rf.fef35894ddc22441ae5b56c99682f92b.jpg,400,195,With Helmet,171,36,192,57
BikesHelmets91_png.rf.fef35894ddc22441ae5b56c99682f92b.jpg,400,195,With Helmet,255,28,278,54
BikesHelmets91_png.rf.fef35894ddc22441ae5b56c99682f92b.jpg,400,195,With Helmet,327,47,347,64
BikesHelmets91_png.rf.fef35894ddc22441ae5b56c99682f92b.jpg,400,195,With Helmet,291,49,309,66
BikesHelmets91_png.rf.fef35894ddc22441ae5b56c99682f92b.jpg,400,195,With Helmet,124,47,139,67
BikesHelmets146_png.rf.feceabf9b99748d0d9f60c7138ad8b2e.jpg,600,450,With Helmet,451,87,554,206
BikesHelmets146_png.rf.feceabf9b99748d0d9f60c7138ad8b2e.jpg,600,450,With Helmet,308,91,401,201
BikesHelmets146_png.rf.feceabf9b99748d0d9f60c7138ad8b2e.jpg,600,450,With Helmet,179,110,246,186
BikesHelmets146_png.rf.feceabf9b99748d0d9f60c7138ad8b2e.jpg,600,450,With Helmet,50,107,158,219
BikesHelmets299_png.rf.fed3b6f762c56e79d69ef0da37dd8254.jpg,400,395,With Helmet,154,138,209,202
BikesHelmets299_png.rf.fed3b6f762c56e79d69ef0da37dd8254.jpg,400,395,With Helmet,110,110,133,144
BikesHelmets299_png.rf.fed3b6f762c56e79d69ef0da37dd8254.jpg,400,395,With Helmet,230,107,248,131
BikesHelmets299_png.rf.fed3b6f762c56e79d69ef0da37dd8254.jpg,400,395,With Helmet,156,100,167,117
BikesHelmets94_png.rf.ffbcb4cedb8340e19cc7aea008631358.jpg,400,300,With Helmet,120,1,210,80
BikesHelmets261_png.rf.ff624d4d53ddfb93284b9d1dc54b8d49.jpg,400,313,With Helmet,89,70,175,161
